label;text
Positive;bu koltuğu bi tanıdığım sipariş etti çabuk geldi siparişi veren kişi çok memnun dükkanında kullanıyor koltuğu gören herkes çok beğeniyor tavsiye ederim
Neutral;Köyün eski adı Kuban olarak geçmektedir .
Negative;ürünün jelatinli   kapağı açıktı orijinalliği şüphe uyandırdı araştıracağım
Positive;TELEFONU KORUYOR HACİMLİ DEĞİL TELEFON KADAR BİR ŞEY MALZEME KALİTESİ ORTA SEVİYE KARGO DAHİL FİYATI İLE UYGUN ÜRÜN TAVSİYE EDİLİR
Neutral;Yine tek maç üzerinden oynanan finali kazanan takım üst lige yükselen son takım oluyordu .
Negative;KULLANDIM VE HİÇ BEĞENMEDİM TOZ ARİELDEN VAZGEÇMEYİ KESİNLİKLE DÜŞÜNMÜYORUM
Positive;Yorumlara bakarak almıştım güzel bir saat.
Positive;tesekkürler ilk kullanım dan ıtibaren fark ediliyor fark :) kargo için de tesekkürler
Positive;çok memnun kaldığım bir ürün hepsi buradadan almak hem fiyat olarak uygun hem teslimat olarak çok kısa sürede geldiği için tek tercihim Hep hepsiburadadan alıyorum Teşekkürler
Negative;Ürün hızlı elime ulaştı Ama kargo paketi biraz hırpalanmış gibiydi
Neutral;Belediyenin kuzeyinde Şar Dağları uzanır .
Positive;Ürünü bir arkadışımızda görüp aldık onun aldığı fiyata göre Hepsiburadafiyatı çok daha cazipti Çok kullanışlı bir ürün elde taşınabildiğinden sadece yer için olanlara göre kullanımı çok avantajlı
Negative;"Evde ekşi maya ekmek yapmakta kolaylık olması için aldım. Haftada 2 kere hamur yoğurmak belimi aşırı derecede yoruyordu. 

Makinenin bir küçük versiyonunu yazlık evim için satın almıştım, ve memnundum. 4 aydır kullandığım bu makinede ise hamur karıştırma aparatının tasarımı oldukça hatalı. Hamuru yoğurmuyor; bunun yerine hamuru ilk fırsatta top haline getirip kendi etrafında döndürmeye başlıyor. Bu da ekmek veyahut hamur işlerinin olmazsa olmazı olan yoğurma işlemini gerçekleştirmek konusunda önemli bir acziyet ortaya çıkarıyor. Top haline gelip kendi etrafında dönen bir hamurun yoğrulması söz konusu değil. 

Bunun dışında pedal aparatının da yeteri kadar efektif çalıştığını iddia edemeyeceğim; kenarlarla arasında ciddi bir mesafe var ve dolaylı olarak bir süre sonra aparat kendi kendine dönerken kenarda ve dipte karışmamış malzemeler kalıyor. Neyse ki çırpma aparatı düzgün çalışıyor. 

Maalesef tavsiye edemiyorum bu cihazı."
Negative;"03.08.18 tarihinde verdiğim sipariş 10 gündür yolda hal&#226; ulaşmadı"
Negative;Ürün kalitesiz Sadece ufak vidalarda kullanılabilir Ufak bir zorlanmada tornavida kısmı içinden kırıldı Bütün set boşa gitti Tavsiye etmem
Neutral;ne iyi nede kötü
Positive;braun 3090 cihazını alınca yedek olarak sipariş ettim. çok kaliteli bir ürün. mükemmel bir temizlik sağladığı gibi geçici olarak çok hoş bir limon kokusu veriyor. braun yedek parça ve sarf malzemeleri kolay bulunur kaliteli ürünler olduğu için traş makinemi braun tercih ettim. memnunum.
Positive;kalitesine güvendiğim hoş bir koku hem de kalıcı. yıllardır kullanıyorum hem kendinize hem de sevdiklerinize yakışacak bir ürün kesinlikle tavsiye ederim.
Neutral;Fazla düşünmeden anı yaşamalı,olanları kabul etmeli,kendimize şefkatle yaklaşmalıyızdiyordu doktorumuz.....zamanında okudugum ve faydalanmaya çalıştığım bir kitap
Positive;Kargo 1 gün içinde sorunsuz ve paketli geldi. Ürün sıfır, sağlam ve doğru. Fiyatı piyasanın en iyisi... Teşekkürler!
Negative;Pek fazla yorum yapamıycam çok sıkılarak da okumadım çok severek te hayal kırıklığına uğradım biraz pek sürükleyici değil hatta hiç değil
Neutral;Bu konuda mühendisler farklı zamanlama ve acil durum senaryo sorunları yaşamıştır .
Negative;bir faydasını görmedim.
Neutral;Ürünü bugün sipariş ettim. Yarın kargoya verilecekmiş. Umarım bir sorun çıkmaz, tam bir f/p ürünü gözüküyor.
Neutral;Bununla birlikte Alman topçusu tüm savunma üzerinde etkili bir ateş desteği sağlamıştır .
Positive;Kitabı 2010 yıkında almıştım o zaman 50 sayfa kadar okuyup bırakmıştım Üzerinden 7 yıl geçtikten sonra tekrar okumak için aldım ve kitabın sonunda keşke bu kadar geç kalmasaymışım dedim
Neutral;Ete
Negative;didim marla otel resmen rezaletherşey dahil olanan otelede herşey dahil ama hiç birşey yok açık büfe kahvaltı öğle yemeği akşam yemeği sabah peynir domates çay pilastik kutu bal reçel çokokrem hepsi bu öglen patates yemegi tablot usulu gibi yanında bulgur plavı birde salata bar akşam ise farksız aynı yanitaze fasulya bulgur salata kola istiyoruz ikinciye isteyince istemeyerek veriyorlar herşey limitsiz birde komik olan yerli bira markası bira skol otelde tadilat var otele müşteri alıyorlar havuzun yanında çalışıyorlar işçilerin gürültüsünden ne rahat dinlene bildim nede eşimle güneşlenebildim kısaca ben çok pişman oldum sizde pişman olmayın saygılarla ben emre durmuş izmiden
Positive;Bebeğimizin ihtiyaçlarının büyük çoğunluğunu hepsiburada sayesinde rahatlıkla yaptim Bu ürün de kalite ve fiyatı ile gayet uygun tavsiye ederim emeği geçen herkese teşekkürler
Negative;Allahım bunlar ve bunların çocukları kazanamasın inşallah. Eğitim sarfiyatı olur.
Positive;1 aydir neredeyse tüm filmleri izledim bu 1 ay icerisinde ilk defa bir filmin bitmemesini istedim yani bu kadar harka bir kadro bu kadar komedi ve aksiyon filmi iyi olabilirdi Ah morgn sende yaslandin ya
Neutral;dün netfohayyamdan makine geldi kullanmak nasip olmadı daha keşke hediye olarak çanta yollasaydiniz sevinirdim umarım güzel çekimler yaparım
Negative;Daha ilk gün hafifçe elinden dusurmesiyle on tekeri kırıldı öylece kaldırdık
Positive;Ürün fiyatına göre iyi ev ve iş için ideal Spor yapmak isteyen için bunlara ihtiyac yok tabi fakat işinizi kolaylastırır Birde kargo şirketleri ürünleri üstüne oturmadan insan gibi teslim etseler çok güzel olur Bi diş macunu bile sipariş etsen ezik büzük bir kutuda teslim alıyorsun ve ikinci el hissi uyandırıyor Bunlara dikkat edimeli
Positive;Cocuklari yeni seyler uretmeye yonelten Artik materyal dedigimiz parcalarla nelr neler yapilabilcegini kesfettiren Insanin ufkunu genislete tatli bir kitap
Neutral;Fiyatına göre bir ürün Yüksek bassları patlatıyor
Positive;Hizmet ve ürün kalitesi gayet iyi Teşekkür ederim
Positive;Çook güzel bir kitaptı çok sevdim
Negative;Eski kalitesi yok Çok ince ve kalitesiz Bu ürünü kullanmayacağım
Neutral;"En çok ""anormal"" anlamında kullanılır ."
Negative;Bölümler çok zor. Stres atıp zevk almak için oynuyoruz güya ama zor olduğu için tam tersi stres oluyor. Biraz daha kolaylastirilabilinir yada ödül altın daha kolay ve daha çok kazanilabilinir. Bir şey yapmak içinde iki üç oyun oynamak nedir ya.. bide zar zor çiftlikte bir şey yapılıyor yok köstebek yok havuz kırıldı çatladı yapıyorsunuz hobaa baştan yapmaya uğraşıyoruz. Oyundan keyif almamız için değil almamanız için uğraşmışsınız sanki. Biraz daha eğlenceli ve keyifli olabilir düzeltirseni
Negative;Bence arabayla gidilecek bir yer değil. Mecbursanız taksi ya da toplu ulaşımla gidin. Ya da dışarda yer bulabilirseniz otoparka girmeden park edin. Otoparktan yarım saatte çıkabildik.
Negative;Aracınızda muz tipi silecek varsa almayın ben aldım jetta model aracıma olmadı. Çünkü presli tırnaklar var çıkmıyor. Kargo gayet başarılı diyebilirim son olarak.
Positive;Ürünü,Salı aksamı siparis verdim,Cuma sabahı teslim aldım.Gayet guzel calisiyor,hız,titreşim ve zaman ayarı var.Masaj şiddetide fena sayılmaz,yeterli..Siyah bir çantası var.Elektrik kablosu uzun 2 mt civarında.Kumandadan ayarlar yapılabiliyor. Begendim...
Neutral;Bir süre önce bu üründen aldım kullanıyorum. Sorunsuz yazılabiliyor. Fakat 16X hızında yazdıramadım. Nero maksimum 4x hızında yazdırıyor.
Positive;Gayet kullanışlı ve oldukça işe yarıyor. Kimileri bu pompaya gerek yok, ya da bisiklet pompası da aynı işi görüyor diyor, ancak katılmıyorum bu görüşlere. Ürünü zamanında ve sorunsuz teslim aldım. Tavsiye ederim.
Positive;bu fiyata bu ürün gerçekten harika
Positive;Ürün gayet kaliteli Güzel bir şekilde kargolanmış Tek sorun 15 6 inc laptop için büyük geldi
Positive;çeviri gayet güzel
Neutral;Her akarsu için farklı bir İye vardır .
Negative;Dosya inmiyor, resimler iniyor ama tarayıcı otomatikman kapanıyor. Veri tasarrufu açıkken hiçbir sayfa düzgün görüntülenemiyor. Çok fazla pil ve ram tüketmediği doğru ama bu sorunlar çok can sıkıyor.
Negative;Cuma sipariş verdim, cumartesi dağıtıma çıktı adreste bulunamadınız diyerek kargoyu hiç getirmediler ve kargo firmasının hepsiexpress olmasıda çok üzücü ve kargomun hala gelmesini bekliyorum. İlk kez böyle bir şey yaşadım fakat bu kötü bir görüş oluşturuyor
Neutral;Video klip Koray Birand önderliğinde çekildi .
Positive;Ürün elime 11 günde ulaşabildi Ürün beklediğim gibi orjinal ve sorunsuz fakat ürün temin süresini gözden geçirmeleri gerekmekte
Negative;10 günlük kullanım sonrasında işletim sistemi yetersiz ve düzgün çalışmıyor bildirimler kafasına göre geliyor gelmiyor. bazı ayarları arayıp bulmak çok aşırı zaman alıyor. bir maildeki excel dosyasını bile açarken google play a yükleye gidiyorum.performans anlamında hızı beklentisi yüksek olmayanbirini fazlasıyla tatmin edici. pil konusunda sosyal medya ve görüşmeler mesajlar günü rahatlıkla çıkarıyor. oyun oynayınca işler değişiyor gün içinde takviye gerekebilir. kamera beklentisi olmayan birisiyim. zaten yetersiz ışıkta baya kötü gün ışığında fotolar idare eder. dış görüntüsü çok hoşuma gittiği için almıştım. keşkelerim hemen hemen aynı boyutlarda aynı özelliklerdeki miui işletim sistemli redmi 5plus 64gb alsaydım diyorum. bu benim görüşüm.
Neutral;Ülke adına yarışan sporcuların hiçbiri madalya alamadı .
Negative;urunu aldik 2 3 gun icinde geldi kargo hizliydi ama kullanma klavuzunu uygulamamiza ragmen olmadikullanamadik dis kliniklerinde kisiye ozel yapiliyormus oyle bisey tercih edin paraniza yazik etmeyin
Positive;Özellikle kış aylarında geceleri sık sık boğaz kuruluğu ile uyanırdım ve gündüzleri boğaz ağrım olurdu. Bu ürünü kullanmaya başladıktan sonra büyük oranda bu dertten kurtuldum gece daha rahat uyuyor sabahları kalktığımda en azından eskisi kadar kötü bir boğaz ağrısı ve kuruluğu olmuyor. Hepsiburadaya teşekkürler.
Positive;Ürün orjinal ve çok beğendim Kumaşı çok kaliteli Mağazaya da çok teşekkürler Hızlı bir şekilde gönderimini sağlıyorlar Kesinlikle tavsiye ederim
Positive;Daha öncede hb dan aldım Bir sıkıntı yapamadım
Negative;Ürünü yorumlara bakıp aldım fakat bu kadar insan nasıl iyi yazmış anlamadım. Ses kalitesi çok kötü.Ses kalitesi İyi müzik dinlemek isteyemeler kablllu bağlantı işe müzük dinlesinler.
Neutral;Hem kızlar hem de erkekler için fen dersleri oluşturdu .
Negative;Telefonu koyduğum yerdeki plastik ilk gün çıktı. Telefonu taşıyacak kadar güçlü bir malzemeden üretilmemis. Ayaklarida dayanaksız. Yani telefonu koyduğumda hem üst kısmı oynuyor hemde ayakları oynuyor. Biraz uğraştirdiktan sonra sabitleyince iş görüyor.
Neutral;Ürün çok aşırı kaliteli değil ama beklenen seviyenin çok da altında değil Hafiften sallanıyor Bunlar bir yana benim en çok canımı sıkan mesele kargonun devri oldu Kargom ücretsiz olduğu için firmalar arasında satılmış Aras kargoyla sipariş etmiştim Sürat Kargoyla geldi Sürat Kargo biraz lakayt bir firma kendim gidip almak zorunda kaldım
Neutral;Gagarin aynı zamanda şimdi de olduğu gibi Uzay Keşifleri için büyük bir figür oldu .
Negative;Ürün bir kaç lehimden sonra ısınmıyor soğumasını beklemeniz gerekiyor Ürünün plastik aksamı çok kötü Leh im esnasında duman koku yaparak plastiği erimekte Alırsanız paranızı çöpe atmış olursunuz
Positive;Çanta genişliği ve kullanım alanları istediğim gibi Beğendim Teşekkür ederim
Neutral;Esasen liderleri bu çiçeği hiç görmediği gibi memleketinin sıcak toprağını ellerinin arasına da almamıştır .
Negative;Ürün çok kötü camları çok ince montaj esnasında camları ve çıtaları sağlıklı bir şekilde duvara tutturacak parçalar maalesef yok en ufak bir temas anında ürünün hareketli camı tuzla buz oldu ürünü monte edip hiç kullanmamanızı tavsiye ederim Zira eğer evde küçük çocuk felan varsa son derece tehlike teşkil ediyor Kesinlikle uzak durun Hepsiburada kalitesine yakışmayacak yanına bile yaklaşmayacak kalitede kötü bir ürün kesinlike uzak durun
Negative;bende sivilce yaptı , faydasını göremedim saç ve tırnaklarda ( 2 kutu bitirdim)
Negative;can ekran koruyucu kırık çıktı
Positive;Performansı çok iyi Dış görüntüsü şık Kaliteli ve sessiz bir ürün OShızlı ve sessiz çalışıyor D300s ile kullanıyorum Makine ile birlikte 3 kilo ağırlık oluyor ağırlık sorun değilse güzel bir ürün Çok memnunum
Positive;DK ye bu fiyat ve kalite için teşekkürler
Positive;Ürün gayet güzel. Kumaşı kaliteli fakat ten rengi geldi. Renk ilanda düzeltilmeli.
Negative;1 haftadır kullanıyorum ama sanırım 1 ay sonra bozulacak gibi bir hissiyat veriyor hiç memnun kalmadım Aynı markanın klavyesini aldım yine aynı hüsran
Neutral;Tamamen mermer malzeme ile inşa edilmiştir .
Neutral;Dönem Diyarbakır milletvekilidir .
Negative;Hikaye ve özellikle de sonu cok sıradan bence..
Positive;Güzel acıyor kapalk olmasından dolayı tercih ettim.Makyaj çantam temiz kalıyor
Negative;Beklediğimin altında Su ısınınca kapak sıkışıyor ben de güvenlik amacıyla diye düşündüm demliğin içindeki süzgeç kaliteli ama çayı akıtıyor ya kendiniz süzgeç kullanacaksınız yada benim gibi içine ekstra kapaklı süzgeç alacaksınız
Positive;ÜRÜN SİPARİŞTEN SONRA 4 GÜNDE KARGOYA VERİLDİ 5 GÜN ELİME ULAŞTI SÜPER HIZLI GÖNDERİ OLAN BİR ÜRÜNDE BU GECİKME OLMAMALIYDI ÜRÜN SON DERECE KALİTELİ
Neutral;Okurken Tolstoyun ellerini arkasında birleştirip odamın içinde dolaşarak okuduğum metni yüksek sesle tekrar ettiğini hissedeceğim kadar sohbet havasında bir eserdi
Negative;Siktir ibne götlek seni Partili değilim de sizin gibi arkadan yemislerin vereceği oya sokam
Neutral;hiç üç yaşındaki ağaca benzemiyor normal de bu zamanda dalında meyve olmalı
Positive;Ürününün kalitesinden bahsetmeyegerek bile yok , fiyat ve teslimat piyasanın en iyisi teşekkürler emeği geçen herkese
Neutral;Ben yeni aldim urun felsefeyle ugrasanlari ilgilendiriyor fesefeci degikseniz anlamakta zorluk ceker ve sıkılırsiniz Eger mistik konulara uzaksaniz size gore degil
Neutral;Arkadaşlar merhaba,ürünü henüz sipariş ettim, umuyorum ki yorumlarda söylendiği kadar güzel ve beğenilecek bir kokusu vardır.Teşekkürler, yorumunu esirgemeyenlerden.
Positive;Guzel kokulu iyi leke cikaran kaliteli bir urun
Positive;Ürün çok kaliteli Sterilize edilebiliyor Çok memnunuz
Negative;kitap cozumlu diye aldim ama sadece cevap anahtari var çözüm yok sorulardan once ozet bilgiler vermis okadar benim istedigim gibi cikmadi
Neutral;Kırıp normal mamasına karıştırıyorum onları yerken arada normal mamasını da yemiş oluyor.
Positive;kitabın anlattıkları gerçekten gerçek ve hoş kendinizi okurken hayal kurmaya itebilirsiniz ben şimdiden düşünmeye başladım
Neutral;U harfi ile sembolize edilir .
Negative;yorumlara,bakarak aldım çok kötü tekerlekler yamuldu müziği ne çaldığı belli degil
Positive;Will Smith le güzel bir komedi kaçırmayın 10 9
Positive;Saclarim cok yipranmisti hic seklw girmiyodu ta ki pantene kullanana kadar Smdi saclarim capcanli saglikli kolayca sekil aliyo Herkese tavsiye ederm
Positive;Ürünün ufak olması ve hızlı şarj gibi şarj etmesi güzel
Negative;Çok fazla sallanıyor
Negative;Ne yaptıysam çalışmadı. Kendi uygulamasını da denedim Motorola uygulamasını da denedim olmadı. Modem'i görüyor fakat bağlantıyı tamamlayamıyor. İnternette çok kişi benzer sıkıntı yaşamış.
Positive;Kargo kısa bir sürede elime ulaştı,kaliteli ve şık ürünü beğendim mağaza mağaza dolaşmaya gerek bırakmayan eyibil mobilyaya iyi çalışmalar.
Negative;Turkcellli değilim ama Superonline üyesiyim. Neden uygulamayi kullanamiyorum. Ne sacma birsey turkcell numarasıyla giris yapın diye hata veriyor. Mantığa bak ya. O zaman superonline turkcell uygulamasıni niye birleştirdiniz.Zorbalik değil mi bu?
